Timestamp,Message
2024-03-28 14:32:41,crashLeft:1 crashRight:1 currentOrientation:89.13 targetOrientation:90.00
2024-03-28 14:32:41,crashLeft:1 crashRight:1 currentOrientation:89.13 targetOrientation:90.00
2024-03-28 14:32:41,crashLeft:1 crashRight:1 currentOrientation:89.13 targetOrientation:90.00
2024-03-28 14:32:41,crashLeft:1 crashRight:1 currentOrientation:89.13 targetOrientation:90.00
2024-03-28 14:32:41,crashLeft:1 crashRight:1 currentOrientation:89.13 targetOrientation:90.00
2024-03-28 14:32:41,crashLeft:1 crashRight:1 currentOrientation:89.13 targetOrientation:90.00
2024-03-28 14:32:41,crashLeft:1 crashRight:1 currentOrientation:89.13 targetOrientation:90.00
2024-03-28 14:32:41,crashLeft:1 crashRight:1 currentOrientation:89.13 targetOrientation:90.00
2024-03-28 14:32:41,crashLeft:1 crashRight:1 currentOrientation:89.13 targetOrientation:90.00
2024-03-28 14:32:41,crashLeft:1 crashRight:1 currentOrientation:89.13 targetOrientation:90.00
2024-03-28 14:32:41,crashLeft:1 crashRight:1 currentOrientation:89.13 targetOrientation:90.00
2024-03-28 14:32:41,crashLeft:1 crashRight:1 currentOrientation:89.13 targetOrientation:90.00
2024-03-28 14:32:41,crashLeft:1 crashRight:1 currentOrientation:89.13 targetOrientation:90.00
2024-03-28 14:32:41,crashLeft:1 crashRight:1 currentOrientation:89.13 targetOrientation:90.00
2024-03-28 14:32:41,crashLeft:1 crashRight:1 currentOrientation:89.13 targetOrientation:90.00
2024-03-28 14:32:41,crashLeft:1 crashRight:1 currentOrientation:89.13 targetOrientation:90.00
2024-03-28 14:32:41,crashLeft:1 crashRight:1 currentOrientation:89.13 targetOrientation:90.00
2024-03-28 14:32:41,crashLeft:1 crashRight:1 currentOrientation:89.13 targetOrientation:90.00
2024-03-28 14:32:41,crashLeft:1 crashRight:1 currentOrientation:89.13 targetOrientation:90.00
2024-03-28 14:32:41,crashLeft:1 crashRight:1 currentOrientation:89.13 targetOrientation:90.00
2024-03-28 14:32:41,crashLeft:1 crashRight:1 currentOrientation:89.13 targetOrientation:90.00
2024-03-28 14:32:41,crashLeft:1 crashRight:1 currentOrientation:89.13 targetOrientation:90.00
